CustomerID,Province,Risk_Score,Nb_releves,Fraudes,Priorité
C001993,Kénitra,11.22,26,0,Faible
C000851,Rabat,11.22,22,0,Faible
C001549,Sidi Kacem,11.19,17,0,Faible
C000172,Sidi Kacem,11.17,28,0,Faible
C000267,Kénitra,11.17,35,0,Faible
C000796,Rabat,11.13,14,0,Faible
C001515,Kénitra,11.05,11,0,Faible
C000460,Kénitra,11.04,32,0,Faible
C001810,Skhirate-Témara,11.04,21,0,Faible
C001057,Sidi Kacem,11.0,20,0,Faible
C000135,Rabat,10.96,18,0,Faible
C000161,Rabat,10.94,12,0,Faible
C000421,Skhirate-Témara,10.91,17,0,Faible
C001025,Kénitra,10.91,33,0,Faible
C001000,Salé,10.9,16,0,Faible
C001031,Skhirate-Témara,10.84,10,0,Faible
C001223,Salé,10.83,13,0,Faible
C001828,Salé,10.83,36,0,Faible
C000639,Rabat,10.82,32,0,Faible
C001214,Salé,10.81,37,0,Faible
C001670,Rabat,10.81,14,0,Faible
C001924,Rabat,10.78,21,0,Faible
C001252,Rabat,10.75,31,0,Faible
C001005,Salé,10.73,35,0,Faible
C001969,Kénitra,10.73,23,0,Faible
C000031,Kénitra,10.73,15,0,Faible
C001323,Skhirate-Témara,10.72,15,0,Faible
C001440,Kénitra,10.71,31,0,Faible
C001426,Skhirate-Témara,10.62,14,0,Faible
C000008,Rabat,10.56,18,0,Faible
C001295,Salé,10.53,28,0,Faible
C001879,Kénitra,10.52,14,0,Faible
C001806,Salé,10.5,28,0,Faible
C001537,Salé,10.45,13,0,Faible
C000047,Rabat,10.45,16,0,Faible
C000734,Rabat,10.45,21,0,Faible
C001427,Skhirate-Témara,10.41,37,0,Faible
C001379,Salé,10.33,12,0,Faible
C001755,Kénitra,10.33,11,0,Faible
C000501,Salé,10.31,10,0,Faible
C000954,Sidi Kacem,10.3,29,0,Faible
C001179,Khémisset,10.27,22,0,Faible
C001889,Skhirate-Témara,10.26,27,0,Faible
C000875,Sidi Kacem,10.25,26,0,Faible
C000167,Rabat,10.22,18,0,Faible
C000819,Rabat,10.22,16,0,Faible
C001630,Rabat,10.21,10,0,Faible
C001153,Kénitra,10.17,18,0,Faible
C000558,Kénitra,10.16,10,0,Faible
C001783,Kénitra,10.15,28,0,Faible
C000362,Kénitra,10.14,32,0,Faible
C001329,Kénitra,10.11,24,0,Faible
C001168,Salé,10.11,13,0,Faible
C000608,Salé,10.08,25,0,Faible
C001484,Salé,10.06,15,0,Faible
C001756,Kénitra,9.99,18,0,Faible
C000829,Rabat,9.91,29,0,Faible
C001294,Rabat,9.9,35,0,Faible
C001550,Kénitra,9.89,21,0,Faible
C001489,Kénitra,9.81,17,0,Faible
C000655,Salé,9.81,14,0,Faible
C001717,Rabat,9.75,11,0,Faible
C000094,Kénitra,9.74,14,0,Faible
C001129,Sidi Kacem,9.73,34,0,Faible
C000492,Rabat,9.72,13,0,Faible
C001732,Rabat,9.66,12,0,Faible
C000653,Rabat,9.66,24,0,Faible
C000856,Salé,9.61,18,0,Faible
C001634,Kénitra,9.58,33,0,Faible
C001598,Rabat,9.57,33,0,Faible
C002025,Salé,9.57,11,0,Faible
C001876,Rabat,9.55,29,0,Faible
C001711,Kénitra,9.54,28,3,Faible
C000455,Salé,9.53,23,0,Faible
C001524,Skhirate-Témara,9.53,10,0,Faible
C001002,Salé,9.51,29,0,Faible
C000304,Kénitra,9.51,12,0,Faible
C000658,Sidi Slimane,9.48,20,0,Faible
C001414,Salé,9.46,12,0,Faible
C001124,Salé,9.46,14,0,Faible
C000838,Skhirate-Témara,9.44,10,0,Faible
C000683,Rabat,9.42,39,0,Faible
C001313,Sidi Kacem,9.42,15,0,Faible
C000325,Sidi Kacem,9.39,12,0,Faible
C000439,Salé,9.34,10,0,Faible
C001013,Salé,9.32,10,0,Faible
C001593,Rabat,9.3,31,0,Faible
C000249,Kénitra,9.26,17,0,Faible
C001948,Kénitra,9.19,17,0,Faible
C000642,Skhirate-Témara,9.19,14,0,Faible
C000720,Sidi Kacem,9.17,13,0,Faible
C000702,Kénitra,9.1,13,0,Faible
C001376,Salé,9.05,18,0,Faible
C001674,Salé,9.03,19,0,Faible
C001981,Salé,9.0,14,0,Faible
C001813,Rabat,9.0,12,0,Faible
C000326,Kénitra,8.97,12,0,Faible
C001508,Salé,8.94,31,0,Faible
C001737,Sidi Kacem,8.88,13,0,Faible
C000845,Kénitra,8.81,20,0,Faible
C001642,Sidi Slimane,8.76,28,0,Faible
C001220,Skhirate-Témara,8.75,17,0,Faible
C000106,Kénitra,8.74,13,0,Faible
C001712,Rabat,8.71,12,0,Faible
C000200,Skhirate-Témara,8.7,10,0,Faible
C000086,Kénitra,8.67,29,0,Faible
C001219,Kénitra,8.62,17,0,Faible
C001302,Sidi Slimane,8.61,29,0,Faible
C000668,Khémisset,8.61,30,0,Faible
C001687,Salé,8.57,21,0,Faible
C000976,Kénitra,8.54,15,0,Faible
C000983,Skhirate-Témara,8.54,18,0,Faible
C001888,Sidi Slimane,8.38,14,0,Faible
C001677,Khémisset,8.32,10,0,Faible
C000848,Kénitra,8.31,18,1,Faible
C001757,Khémisset,8.28,25,0,Faible
C000232,Rabat,8.26,12,0,Faible
C000494,Khémisset,8.19,11,0,Faible
C000835,Khémisset,8.05,12,0,Faible
C000338,Sidi Slimane,8.04,11,0,Faible
C001256,Kénitra,8.03,13,0,Faible
C000120,Rabat,8.03,12,0,Faible
C001478,Skhirate-Témara,8.02,13,0,Faible
C001787,Sidi Slimane,7.93,10,0,Faible
C000496,Salé,7.91,14,0,Faible
C000320,Skhirate-Témara,7.9,14,0,Faible
C001418,Skhirate-Témara,7.89,16,0,Faible
C000982,Skhirate-Témara,7.87,26,0,Faible
C000251,Kénitra,7.85,19,0,Faible
C001574,Sidi Kacem,7.84,13,0,Faible
C001105,Salé,7.76,20,0,Faible
C001874,Salé,7.73,13,0,Faible
C001227,Rabat,7.71,12,0,Faible
C000043,Rabat,7.7,16,0,Faible
C001033,Khémisset,7.7,12,0,Faible
C000699,Rabat,7.55,12,0,Faible
C001322,Salé,7.43,11,0,Faible
C001500,Rabat,7.31,28,0,Faible
C000951,Skhirate-Témara,7.24,11,0,Faible
C001902,Skhirate-Témara,7.22,30,0,Faible
C001643,Rabat,7.14,20,0,Faible
C001887,Rabat,7.08,18,0,Faible
C001260,Rabat,7.05,19,0,Faible
C001881,Rabat,6.97,21,0,Faible
C001561,Salé,6.93,23,0,Faible
C001978,Salé,6.91,32,0,Faible
C001362,Sidi Slimane,6.89,16,0,Faible
C002005,Rabat,6.89,39,0,Faible
C001424,Sidi Kacem,6.88,29,0,Faible
C000791,Skhirate-Témara,6.87,20,0,Faible
C001854,Salé,6.87,12,0,Faible
C000356,Khémisset,6.87,16,0,Faible
C000454,Salé,6.87,14,0,Faible
C001065,Salé,6.71,32,0,Faible
C000482,Rabat,6.69,13,0,Faible
C000014,Salé,6.62,11,0,Faible
C001943,Skhirate-Témara,6.53,11,0,Faible
C001816,Khémisset,6.42,15,0,Faible
C001776,Rabat,6.39,14,0,Faible
C001462,Sidi Slimane,6.33,10,0,Faible
C001964,Salé,6.3,11,0,Faible
C000975,Rabat,5.89,11,0,Faible
C001355,Kénitra,5.89,14,0,Faible
C000802,Rabat,5.72,10,0,Faible
C000895,Rabat,5.27,14,0,Faible
C001326,Sidi Slimane,5.23,13,0,Faible
C001455,Skhirate-Témara,5.2,14,0,Faible
C000989,Salé,5.15,16,0,Faible
C000522,Skhirate-Témara,5.02,15,0,Faible
